District,year,Season,N,P,K,pH,EC,OC,S,B,Zn,Cu,Fe,Mn,temperature,temperature_max,temperature_min,humidity,rainfall,label
Erode,2025,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.2,40.7,22.0,58.8,248.0,turmeric
Erode,2025,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.2,40.7,22.0,58.8,248.0,cotton
Erode,2025,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.2,40.7,22.0,58.8,248.0,banana
Kancheepuram,2020,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.1,39.8,23.8,72.7,607.0,rice
Kancheepuram,2020,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.1,39.8,23.8,72.7,607.0,groundnut
Kancheepuram,2020,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.1,39.8,23.8,72.7,607.0,sugarcane
Kancheepuram,2020,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.4,35.0,17.1,79.3,612.0,rice
Kancheepuram,2020,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.4,35.0,17.1,79.3,612.0,groundnut
Kancheepuram,2020,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.4,35.0,17.1,79.3,612.0,sugarcane
Kancheepuram,2020,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.0,41.9,21.0,66.7,18.0,rice
Kancheepuram,2020,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.0,41.9,21.0,66.7,18.0,groundnut
Kancheepuram,2020,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.0,41.9,21.0,66.7,18.0,sugarcane
Kancheepuram,2021,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.7,39.0,24.1,66.5,428.0,rice
Kancheepuram,2021,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.7,39.0,24.1,66.5,428.0,groundnut
Kancheepuram,2021,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.7,39.0,24.1,66.5,428.0,sugarcane
Kancheepuram,2021,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,24.9,33.4,16.6,82.2,1052.0,rice
Kancheepuram,2021,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,24.9,33.4,16.6,82.2,1052.0,groundnut
Kancheepuram,2021,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,24.9,33.4,16.6,82.2,1052.0,sugarcane
Kancheepuram,2021,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.5,40.8,19.1,67.2,48.0,rice
Kancheepuram,2021,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.5,40.8,19.1,67.2,48.0,groundnut
Kancheepuram,2021,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.5,40.8,19.1,67.2,48.0,sugarcane
Kancheepuram,2022,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,28.9,38.8,23.3,70.6,539.0,rice
Kancheepuram,2022,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,28.9,38.8,23.3,70.6,539.0,groundnut
Kancheepuram,2022,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,28.9,38.8,23.3,70.6,539.0,sugarcane
Kancheepuram,2022,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,24.9,33.5,17.7,80.0,635.0,rice
Kancheepuram,2022,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,24.9,33.5,17.7,80.0,635.0,groundnut
Kancheepuram,2022,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,24.9,33.5,17.7,80.0,635.0,sugarcane
Kancheepuram,2022,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.4,40.7,19.1,68.7,140.0,rice
Kancheepuram,2022,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.4,40.7,19.1,68.7,140.0,groundnut
Kancheepuram,2022,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.4,40.7,19.1,68.7,140.0,sugarcane
Kancheepuram,2023,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.7,41.0,24.1,68.0,494.0,rice
Kancheepuram,2023,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.7,41.0,24.1,68.0,494.0,groundnut
Kancheepuram,2023,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.7,41.0,24.1,68.0,494.0,sugarcane
Kancheepuram,2023,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.5,35.0,17.0,77.7,680.0,rice
Kancheepuram,2023,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.5,35.0,17.0,77.7,680.0,groundnut
Kancheepuram,2023,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.5,35.0,17.0,77.7,680.0,sugarcane
Kancheepuram,2023,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.5,41.4,18.9,67.7,180.0,rice
Kancheepuram,2023,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.5,41.4,18.9,67.7,180.0,groundnut
Kancheepuram,2023,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.5,41.4,18.9,67.7,180.0,sugarcane
Kancheepuram,2024,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.6,41.5,23.0,68.2,532.0,rice
Kancheepuram,2024,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.6,41.5,23.0,68.2,532.0,groundnut
Kancheepuram,2024,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.6,41.5,23.0,68.2,532.0,sugarcane
Kancheepuram,2024,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.9,35.0,17.4,79.1,783.0,rice
Kancheepuram,2024,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.9,35.0,17.4,79.1,783.0,groundnut
Kancheepuram,2024,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.9,35.0,17.4,79.1,783.0,sugarcane
Kancheepuram,2024,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.7,42.9,21.4,66.2,196.0,rice
Kancheepuram,2024,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.7,42.9,21.4,66.2,196.0,groundnut
Kancheepuram,2024,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.7,42.9,21.4,66.2,196.0,sugarcane
Kancheepuram,2025,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.6,39.8,23.5,65.6,496.0,rice
Kancheepuram,2025,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.6,39.8,23.5,65.6,496.0,groundnut
Kancheepuram,2025,Kharif,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,29.6,39.8,23.5,65.6,496.0,sugarcane
Kancheepuram,2025,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.5,35.8,18.0,77.4,636.0,rice
Kancheepuram,2025,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.5,35.8,18.0,77.4,636.0,groundnut
Kancheepuram,2025,Rabi,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,25.5,35.8,18.0,77.4,636.0,sugarcane
Kancheepuram,2025,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.4,41.0,21.0,65.0,141.0,rice
Kancheepuram,2025,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.4,41.0,21.0,65.0,141.0,groundnut
Kancheepuram,2025,Summer,188.0,67.0,194.0,7.4,0.2,0.3,19.0,0.6,0.8,1.0,6.4,3.6,30.4,41.0,21.0,65.0,141.0,sugarcane
Kanyakumari,2020,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.2,34.5,23.5,80.6,425.0,rice
Kanyakumari,2020,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.2,34.5,23.5,80.6,425.0,coconut
Kanyakumari,2020,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.2,34.5,23.5,80.6,425.0,rubber
Kanyakumari,2020,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.3,20.5,72.0,301.0,rice
Kanyakumari,2020,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.3,20.5,72.0,301.0,coconut
Kanyakumari,2020,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.3,20.5,72.0,301.0,rubber
Kanyakumari,2020,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.6,35.8,22.9,75.2,139.0,rice
Kanyakumari,2020,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.6,35.8,22.9,75.2,139.0,coconut
Kanyakumari,2020,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.6,35.8,22.9,75.2,139.0,rubber
Kanyakumari,2021,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.3,23.4,79.6,266.0,rice
Kanyakumari,2021,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.3,23.4,79.6,266.0,coconut
Kanyakumari,2021,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.3,23.4,79.6,266.0,rubber
Kanyakumari,2021,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.4,34.2,22.1,76.3,750.0,rice
Kanyakumari,2021,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.4,34.2,22.1,76.3,750.0,coconut
Kanyakumari,2021,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.4,34.2,22.1,76.3,750.0,rubber
Kanyakumari,2021,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.0,37.1,22.0,75.6,255.0,rice
Kanyakumari,2021,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.0,37.1,22.0,75.6,255.0,coconut
Kanyakumari,2021,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.0,37.1,22.0,75.6,255.0,rubber
Kanyakumari,2022,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.9,35.0,22.2,78.5,311.0,rice
Kanyakumari,2022,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.9,35.0,22.2,78.5,311.0,coconut
Kanyakumari,2022,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.9,35.0,22.2,78.5,311.0,rubber
Kanyakumari,2022,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.5,33.7,21.1,75.2,672.0,rice
Kanyakumari,2022,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.5,33.7,21.1,75.2,672.0,coconut
Kanyakumari,2022,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.5,33.7,21.1,75.2,672.0,rubber
Kanyakumari,2022,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.9,35.5,22.5,75.4,260.0,rice
Kanyakumari,2022,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.9,35.5,22.5,75.4,260.0,coconut
Kanyakumari,2022,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.9,35.5,22.5,75.4,260.0,rubber
Kanyakumari,2023,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.8,36.0,22.8,76.1,248.0,rice
Kanyakumari,2023,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.8,36.0,22.8,76.1,248.0,coconut
Kanyakumari,2023,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.8,36.0,22.8,76.1,248.0,rubber
Kanyakumari,2023,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.5,34.0,21.9,75.1,1178.0,rice
Kanyakumari,2023,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.5,34.0,21.9,75.1,1178.0,coconut
Kanyakumari,2023,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,26.5,34.0,21.9,75.1,1178.0,rubber
Kanyakumari,2023,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.7,36.5,23.3,72.9,151.0,rice
Kanyakumari,2023,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.7,36.5,23.3,72.9,151.0,coconut
Kanyakumari,2023,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.7,36.5,23.3,72.9,151.0,rubber
Kanyakumari,2024,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.2,23.8,80.7,357.0,rice
Kanyakumari,2024,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.2,23.8,80.7,357.0,coconut
Kanyakumari,2024,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.1,34.2,23.8,80.7,357.0,rubber
Kanyakumari,2024,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.3,34.8,21.8,73.3,536.0,rice
Kanyakumari,2024,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.3,34.8,21.8,73.3,536.0,coconut
Kanyakumari,2024,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.3,34.8,21.8,73.3,536.0,rubber
Kanyakumari,2024,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,29.0,36.3,21.4,74.2,348.0,rice
Kanyakumari,2024,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,29.0,36.3,21.4,74.2,348.0,coconut
Kanyakumari,2024,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,29.0,36.3,21.4,74.2,348.0,rubber
Kanyakumari,2025,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.3,36.8,22.8,76.9,280.0,rice
Kanyakumari,2025,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.3,36.8,22.8,76.9,280.0,coconut
Kanyakumari,2025,Kharif,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.3,36.8,22.8,76.9,280.0,rubber
Kanyakumari,2025,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.0,35.8,20.1,70.6,570.0,rice
Kanyakumari,2025,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.0,35.8,20.1,70.6,570.0,coconut
Kanyakumari,2025,Rabi,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,27.0,35.8,20.1,70.6,570.0,rubber
Kanyakumari,2025,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.5,36.8,23.0,73.7,248.0,rice
Kanyakumari,2025,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.5,36.8,23.0,73.7,248.0,coconut
Kanyakumari,2025,Summer,198.0,23.5,212.0,5.9,0.5,0.4,19.2,0.4,1.9,1.1,7.2,6.2,28.5,36.8,23.0,73.7,248.0,rubber
Karur,2020,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.8,39.3,23.4,66.6,452.0,cotton
Karur,2020,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.8,39.3,23.4,66.6,452.0,maize
Karur,2020,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.8,39.3,23.4,66.6,452.0,banana
Karur,2020,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.9,38.0,18.6,67.1,435.0,cotton
Karur,2020,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.9,38.0,18.6,67.1,435.0,maize
Karur,2020,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.9,38.0,18.6,67.1,435.0,banana
Karur,2020,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,31.5,41.2,22.4,53.8,66.0,cotton
Karur,2020,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,31.5,41.2,22.4,53.8,66.0,maize
Karur,2020,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,31.5,41.2,22.4,53.8,66.0,banana
Karur,2021,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.9,39.0,22.6,65.0,325.0,cotton
Karur,2021,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.9,39.0,22.6,65.0,325.0,maize
Karur,2021,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.9,39.0,22.6,65.0,325.0,banana
Karur,2021,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,25.4,37.3,17.8,76.4,758.0,cotton
Karur,2021,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,25.4,37.3,17.8,76.4,758.0,maize
Karur,2021,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,25.4,37.3,17.8,76.4,758.0,banana
Karur,2021,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.4,42.0,19.5,56.6,98.0,cotton
Karur,2021,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.4,42.0,19.5,56.6,98.0,maize
Karur,2021,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.4,42.0,19.5,56.6,98.0,banana
Karur,2022,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.4,39.8,22.5,67.2,426.0,cotton
Karur,2022,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.4,39.8,22.5,67.2,426.0,maize
Karur,2022,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.4,39.8,22.5,67.2,426.0,banana
Karur,2022,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.1,36.7,18.7,70.8,512.0,cotton
Karur,2022,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.1,36.7,18.7,70.8,512.0,maize
Karur,2022,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.1,36.7,18.7,70.8,512.0,banana
Karur,2022,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.2,41.6,20.1,57.8,180.0,cotton
Karur,2022,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.2,41.6,20.1,57.8,180.0,maize
Karur,2022,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.2,41.6,20.1,57.8,180.0,banana
Karur,2023,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,29.8,40.6,23.5,62.2,331.0,cotton
Karur,2023,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,29.8,40.6,23.5,62.2,331.0,maize
Karur,2023,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,29.8,40.6,23.5,62.2,331.0,banana
Karur,2023,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.6,39.8,17.8,67.6,384.0,cotton
Karur,2023,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.6,39.8,17.8,67.6,384.0,maize
Karur,2023,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.6,39.8,17.8,67.6,384.0,banana
Karur,2023,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.0,41.1,19.1,59.0,268.0,cotton
Karur,2023,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.0,41.1,19.1,59.0,268.0,maize
Karur,2023,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,30.0,41.1,19.1,59.0,268.0,banana
Karur,2024,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,29.0,39.0,23.0,66.5,419.0,cotton
Karur,2024,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,29.0,39.0,23.0,66.5,419.0,maize
Karur,2024,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,29.0,39.0,23.0,66.5,419.0,banana
Karur,2024,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.8,38.4,19.5,72.8,654.0,cotton
Karur,2024,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.8,38.4,19.5,72.8,654.0,maize
Karur,2024,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.8,38.4,19.5,72.8,654.0,banana
Karur,2024,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,31.6,44.5,22.2,55.2,292.0,cotton
Karur,2024,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,31.6,44.5,22.2,55.2,292.0,maize
Karur,2024,Summer,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,31.6,44.5,22.2,55.2,292.0,banana
Karur,2025,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.8,38.3,23.6,64.2,194.0,cotton
Karur,2025,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.8,38.3,23.6,64.2,194.0,maize
Karur,2025,Kharif,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,28.8,38.3,23.6,64.2,194.0,banana
Karur,2025,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.0,37.3,17.7,72.0,383.0,cotton
Karur,2025,Rabi,129.5,30.0,371.5,7.6,0.5,0.3,11.5,0.6,0.6,1.0,2.9,1.9,26.0,37.3,17.7,72.0,383.0,maize
